Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
2502,小小的内心OS,None,None,None,None,None,None,None,None,comment,我爱我妈，光辉伟大,4351720735711613,None,None,None
2503,杨杨杨是我呀,None,None,None,None,None,None,None,None,comment,阿姨生日快乐🎉,4351720735711613,None,None,None
2504,黑色小白too,None,None,None,None,None,None,None,None,comment,,4351723177252434,None,None,None
2505,夏日和树,None,None,None,None,None,None,None,None,comment,许愿炼狱茨木童子!,4351723177252434,None,None,None
2506,Vegigii,None,None,None,None,None,None,None,None,comment,许愿大蛇,4351723177252434,None,None,None
2507,阮阮阮小y,None,None,None,None,None,None,None,None,comment,SP妖刀！,4351723177252434,None,None,None
2508,空滤镜,None,None,None,None,None,None,None,None,comment,sp刀和大蛇！,4351723177252434,None,None,None
2509,YogaAGakki,None,None,None,None,None,None,None,None,comment,我要大蛇！！赞我一发出大蛇！！,4351723177252434,None,None,None
2510,胖达团子_,None,None,None,None,None,None,None,None,comment,保佑我今天抽到赤刀，神婆，蛇蛇,4351723177252434,None,None,None
2511,竹兔观月,None,None,None,None,None,None,None,None,comment,SP刀或茨林！再不然就小公主,4351723177252434,None,None,None
2512,吴废话-,None,None,None,None,None,None,None,None,comment,未收录都可以接受,4351723177252434,None,None,None
2513,今后万事如意易,None,None,None,None,None,None,None,None,comment,茨林茨林!sp刀刀!,4351723177252434,None,None,None
2514,mxh底泳动的瓜子仁儿,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2515,Sherino,None,None,None,None,None,None,None,None,comment,太棒了！我好酸我也想近距离看到Oedo,4351723567280663,None,None,None
2516,你的好邻居老骆,None,None,None,None,None,None,None,None,comment,天啊oedo乌豆！次元壁（？）破了！！！！,4351723567280663,None,None,None
2517,Yanice天涯小歌女,None,None,None,None,None,None,None,None,comment,天哥的英文采访！想听！,4351723567280663,None,None,None
2518,最胖最可爱的菜菜Q,None,None,None,None,None,None,None,None,comment,天哥的英语真的好好啊！主持人体验一定很棒吧～,4351723567280663,None,None,None
2519,鸵鸟刚刚,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2520,Artemis_0228,None,None,None,None,None,None,None,None,comment,哥你辛苦了！！害不睡捏！,4351723567280663,None,None,None
2521,嘿帅哥别不理人嘛,None,None,None,None,None,None,None,None,comment,回复@嘿帅哥别不理人嘛:我一时不知道该酸谁！,4351723567280663,None,None,None
2522,一只冒牌的兔子,None,None,None,None,None,None,None,None,comment,天哥西装三件套真好看！颜色也很美,4351723567280663,None,None,None
2523,山路若陡请缓步迈,None,None,None,None,None,None,None,None,comment,天哥这次已经穿得很低调了，没想到弟弟穿得更低调哈哈哈哈哈哈哈哈哈,4351723567280663,None,None,None
2524,vivaAnna_786,None,None,None,None,None,None,None,None,comment,回复@为非作歹无奈:←←性感荷官，在线发牌，最高赔率，巴萨皇马……一还要等多久才能遇见,4351719481568101,None,None,None
2525,Catboy新野,None,None,None,None,None,None,None,None,comment,,4351719481568101,None,None,None
2526,永良wing-laung,None,None,None,None,None,None,None,None,comment,回复@卧数檐雨到天明:说难听的估计是耳膜穿孔三级残疾,4351719481568101,None,None,None
2527,宋小引,None,None,None,None,None,None,None,None,comment,回复@森科维奇:眼泪妆啦,4351719481568101,None,None,None
2528,可长点心啊喂,None,None,None,None,None,None,None,None,comment,,4351719481568101,None,None,None
2529,陈国荣阿7,None,None,None,None,None,None,None,None,comment,王菲的那个嫁给你啦！真的好听,4351719481568101,None,None,None
2530,永恒_HO,None,None,None,None,None,None,None,None,comment,唱歌的时候在想着窦唯吧。,4351719481568101,None,None,None
2531,Yesterday_IsHere,None,None,None,None,None,None,None,None,comment,回复@Kaleidosope:杠精清明到了是要提前修炼飞升渡劫吗？,4351719481568101,None,None,None
2532,随喜菩萨,None,None,None,None,None,None,None,None,comment,None or emoji,4351719481568101,None,None,None
2533,一起洗jio啊,None,None,None,None,None,None,None,None,comment,太好听了吧…,4351719481568101,None,None,None
2534,ruan子子,None,None,None,None,None,None,None,None,comment,氛围好好啊！,4351719406264376,None,None,None
2535,热吻西奥,None,None,None,None,None,None,None,None,comment,我看见南八就想泪目,4351719406264376,None,None,None
2536,JW_阿九,None,None,None,None,None,None,None,None,comment,我真的好喜欢南八的声音啊,4351719406264376,None,None,None
2537,19_19_70,None,None,None,None,None,None,None,None,comment,南太铉声音超棒的！！,4351719406264376,None,None,None
2538,LEE李天润,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2539,编码818,None,None,None,None,None,None,None,None,comment,南八好久不见。,4351719406264376,None,None,None
2540,thelazyme,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2541,MeUthird,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2542,酒酿小桜子,None,None,None,None,None,None,None,None,comment,太好听了吧,4351719406264376,None,None,None
2543,一个壮喵,None,None,None,None,None,None,None,None,comment,吃吧，明天再找点体力活就好了,4351722594097981,None,None,None
2544,佛洛依德6161663922,None,None,None,None,None,None,None,None,comment,怎么这么能吃。我不吃的理由就是懒惰。一想到还要做饭吃完还要洗碗干脆就不吃了。吃零食又很挑剔。不吃甜的巧克力。也不喜欢薯片。最近喜欢吃牛肉干。可是贵啊买不起。干脆就不吃了。,4351722594097981,None,None,None
2545,Joyceinloveforever,None,None,None,None,None,None,None,None,comment,是怎么可以不发胖的呢,4351722594097981,None,None,None
2546,黄龙众,None,None,None,None,None,None,None,None,comment,下楼转吧，要不没法睡了,4351722594097981,None,None,None
2547,_让时间说真话,None,None,None,None,None,None,None,None,comment,,4351722594097981,None,None,None
2548,a狐小娜,None,None,None,None,None,None,None,None,comment,默默地咽了咽口水。。。,4351722594097981,None,None,None
2549,小激动xjd,None,None,None,None,None,None,None,None,comment,不自律啊,4351722594097981,None,None,None
2550,下里巴人2906112531,None,None,None,None,None,None,None,None,comment,,4351722594097981,None,None,None
2551,Henriiiiiii,None,None,None,None,None,None,None,None,comment,碗明天洗吗？😂,4351722594097981,None,None,None
2552,老爷net,None,None,None,None,None,None,None,None,comment,注意身材，会胖的,4351722594097981,None,None,None
2553,蘇倩Amigo,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2554,别做人渣,None,None,None,None,None,None,None,None,comment,Helow,4351723567280663,None,None,None
2555,mxh底泳动的瓜子仁儿,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2556,Sherino,None,None,None,None,None,None,None,None,comment,太棒了！我好酸我也想近距离看到Oedo,4351723567280663,None,None,None
2557,你的好邻居老骆,None,None,None,None,None,None,None,None,comment,天啊oedo乌豆！次元壁（？）破了！！！！,4351723567280663,None,None,None
2558,Yanice天涯小歌女,None,None,None,None,None,None,None,None,comment,天哥的英文采访！想听！,4351723567280663,None,None,None
2559,最胖最可爱的菜菜Q,None,None,None,None,None,None,None,None,comment,天哥的英语真的好好啊！主持人体验一定很棒吧～,4351723567280663,None,None,None
2560,鸵鸟刚刚,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2561,Artemis_0228,None,None,None,None,None,None,None,None,comment,哥你辛苦了！！害不睡捏！,4351723567280663,None,None,None
2562,嘿帅哥别不理人嘛,None,None,None,None,None,None,None,None,comment,回复@嘿帅哥别不理人嘛:我一时不知道该酸谁！,4351723567280663,None,None,None
2563,赛拉屎,None,None,None,None,None,None,None,None,comment,一发入魂sp妖刀姬。顺便来两条蛇。吸光所有人的欧气,4351723177252434,None,None,None
2564,招财救我,None,None,None,None,None,None,None,None,comment,我许愿妖刀姬，不是sp妖刀姬。就差妖刀姬全图鉴了,4351723177252434,None,None,None
2565,SandMan亡者,None,None,None,None,None,None,None,None,comment,稻荷神御馔津,4351723177252434,None,None,None
2566,张小盒在发呆,None,None,None,None,None,None,None,None,comment,大蛇茨林大舅,4351723177252434,None,None,None
2567,Ginenne,None,None,None,None,None,None,None,None,comment,許願sp妖刀,4351723177252434,None,None,None
2568,超熟睡的龟苓膏,None,None,None,None,None,None,None,None,comment,鬼切呜呜呜求你了,4351723177252434,None,None,None
2569,-青山未曾如我怀-,None,None,None,None,None,None,None,None,comment,许愿全部sp！！！一只都么得,4351723177252434,None,None,None
2570,黎酥酥酥,None,None,None,None,None,None,None,None,comment,许愿鬼切彼岸花,4351723177252434,None,None,None
2571,柒月的熊,None,None,None,None,None,None,None,None,comment,茨林！鬼切！大蛇！打call,4351723177252434,None,None,None
2572,是愤怒的西瓜呀,None,None,None,None,None,None,None,None,comment,回复@小小小小小_哥:请问缺徒弟吗,4351723177252434,None,None,None
2573,大吉他姐,None,None,None,None,None,None,None,None,comment,@love凤果果,4351719406264376,None,None,None
2574,别做人渣,None,None,None,None,None,None,None,None,comment,这声音，哇，太棒了,4351719406264376,None,None,None
2575,ruan子子,None,None,None,None,None,None,None,None,comment,氛围好好啊！,4351719406264376,None,None,None
2576,热吻西奥,None,None,None,None,None,None,None,None,comment,我看见南八就想泪目,4351719406264376,None,None,None
2577,JW_阿九,None,None,None,None,None,None,None,None,comment,我真的好喜欢南八的声音啊,4351719406264376,None,None,None
2578,19_19_70,None,None,None,None,None,None,None,None,comment,南太铉声音超棒的！！,4351719406264376,None,None,None
2579,LEE李天润,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2580,编码818,None,None,None,None,None,None,None,None,comment,南八好久不见。,4351719406264376,None,None,None
2581,thelazyme,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2582,MeUthird,None,None,None,None,None,None,None,None,comment,,4351719406264376,None,None,None
2583,别做人渣,None,None,None,None,None,None,None,None,comment,你好，为什么还不睡觉呢,4351719817069095,None,None,None
2584,叫你们经理过来见我_,None,None,None,None,None,None,None,None,comment,好看,4351719817069095,None,None,None
2585,阿十咩,None,None,None,None,None,None,None,None,comment,,4351719817069095,None,None,None
2586,八万个大橙子,None,None,None,None,None,None,None,None,comment,老照片了,4351719817069095,None,None,None
2587,以后叫我翠花,None,None,None,None,None,None,None,None,comment,真美,4351719817069095,None,None,None
2588,我什么时候能养只猫,None,None,None,None,None,None,None,None,comment,去日本拍的，记得,4351719817069095,None,None,None
2589,-长-乐-未-央-,None,None,None,None,None,None,None,None,comment,麦子，真是美出了高级和性感,4351719817069095,None,None,None
2590,优雅的小丫-Elvira,None,None,None,None,None,None,None,None,comment,,4351719817069095,None,None,None
2591,丸子锅盖,None,None,None,None,None,None,None,None,comment,麦子可以给好些品牌代言,4351719817069095,None,None,None
2592,栀子XY,None,None,None,None,None,None,None,None,comment,我有个疑问，植了发际线后面的头发继续掉怎么办，会不会变成很奇怪的造型…,4351705140987795,None,None,None
2593,爱恰菠萝,None,None,None,None,None,None,None,None,comment,期待帅气小毛,4351705140987795,None,None,None
2594,谢辉5027,None,None,None,None,None,None,None,None,comment,回复@有个喜欢的不易:土黄色,4351705140987795,None,None,None
2595,L糯米圆子,None,None,None,None,None,None,None,None,comment,,4351705140987795,None,None,None
2596,放飞泪流浪,None,None,None,None,None,None,None,None,comment,毛老师染了个什么颜色，好期待,4351705140987795,None,None,None
2597,有个喜欢的不易,None,None,None,None,None,None,None,None,comment,回复@初见Initiate:英语啥意思...,4351705140987795,None,None,None
2598,灯火小透明,None,None,None,None,None,None,None,None,comment,,4351705140987795,None,None,None
2599,ahfkc,None,None,None,None,None,None,None,None,comment,所以应该有自拍呀,4351705140987795,None,None,None
2600,酒后表演藝術家Y,None,None,None,None,None,None,None,None,comment,快给他推荐霸王,4351705140987795,None,None,None
2601,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:不知道是什么颜色呢,4351705140987795,None,None,None
2602,Heynnnne,None,None,None,None,None,None,None,None,comment,她曾经也那么拼命地想活下去。那让我替你吧。,4351712527254969,None,None,None
2603,321莱克西,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2604,Emma_Wong1103,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2605,没有名字deeeeee人,None,None,None,None,None,None,None,None,comment,@大风吹啊吹77,4351712527254969,None,None,None
2606,沙拉1017,None,None,None,None,None,None,None,None,comment,我妈也是六年前突然去世，三个月，肝癌，从我身边活脱脱就走了。那时候我23，刚大学毕业出社会。今天我被公司领导逼退，我很无奈，努力工作却因为一年半前休过半年产假，至今她还惦记着。我很难过，不知这关我能否挺过去。我妈走的时候说过，谁欺负我做鬼都不放过他。凌晨两点，我真想抱着她哭,4351712527254969,None,None,None
2607,十里看山,None,None,None,None,None,None,None,None,comment,回复@十里看山:斯人已逝，生者如斯。如果仍有机会，一定要好好爱着身边人，别留遗憾,4351712527254969,None,None,None
2608,十里看山,None,None,None,None,None,None,None,None,comment,逝者在时间尽头回望，原来他们并不期盼生者的念念不忘，只是想告诉生者好好生活，待到重逢之日，有更多好故事可以讲给他们听。,4351712527254969,None,None,None
2609,Melissa-余情余李,None,None,None,None,None,None,None,None,comment,回复@杨琦---:一定要加油！,4351712527254969,None,None,None
2610,可达可达jyh_,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2611,一只移动的饭桶,None,None,None,None,None,None,None,None,comment,打雷下雨了...,4351706148048623,None,None,None
2612,冻结宇宙,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
2613,詹菡琪-,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
2614,我爱芫茜_,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
2615,我爱芫茜_,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
2616,Hsz_真,None,None,None,None,None,None,None,None,comment,我不开心现在,4351706148048623,None,None,None
2617,Lai_HsueChien,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
2618,NuReli-EA,None,None,None,None,None,None,None,None,comment,明明是沙雕会传染的。,4351706148048623,None,None,None
2619,狒拂拂,None,None,None,None,None,None,None,None,comment,@木易景三_暖暖,4351706148048623,None,None,None
2620,xxxx1879,None,None,None,None,None,None,None,None,comment,@SeeU-0,4351706148048623,None,None,None
2621,西柚果酱酱酱酱酱酱酱,None,None,None,None,None,None,None,None,comment,一切会好起来,4351706915439124,None,None,None
2622,VERTIGOCLUB,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
2623,69g22w80_龙马精神,None,None,None,None,None,None,None,None,comment,下载了,4351706915439124,None,None,None
2624,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@嘿丶你是年少的欢喜:←←性感荷官，在线发牌，最高赔率，巴萨皇马……五该如何打这场比赛呢,4351706915439124,None,None,None
2625,匪徒布莱克-sia,None,None,None,None,None,None,None,None,comment,劲…劲舞团,4351706915439124,None,None,None
2626,SwallowLee_妮子,None,None,None,None,None,None,None,None,comment,中文版的也很好听~,4351706915439124,None,None,None
2627,Olivia__Wong,None,None,None,None,None,None,None,None,comment,回忆杀,4351706915439124,None,None,None
2628,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
2629,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
2630,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
2631,高暴暴,None,None,None,None,None,None,None,None,comment,喂孩子,4351710661130081,None,None,None
2632,江湖归来饮旧茶,None,None,None,None,None,None,None,None,comment,回复@你记不住我打死你:你为什么要偷窥我？？？,4351710661130081,None,None,None
2633,火锅一米八,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
2634,口贝呗,None,None,None,None,None,None,None,None,comment,我啊,4351710661130081,None,None,None
2635,科学养猫找博主老鱼,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
2636,手机用户爱夏,None,None,None,None,None,None,None,None,comment,没睡,4351710661130081,None,None,None
2637,弓长馨月,None,None,None,None,None,None,None,None,comment,值夜班……临床医生,4351710661130081,None,None,None
2638,vccxcdss,None,None,None,None,None,None,None,None,comment,哼,4351710661130081,None,None,None
2639,peach_sulli,None,None,None,None,None,None,None,None,comment,回复@李大钊Lzzzz:谢谢您嘞,4351710661130081,None,None,None
2640,雪山捞月亮,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
2641,蘇倩Amigo,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2642,别做人渣,None,None,None,None,None,None,None,None,comment,Helow,4351723567280663,None,None,None
2643,mxh底泳动的瓜子仁儿,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2644,Sherino,None,None,None,None,None,None,None,None,comment,太棒了！我好酸我也想近距离看到Oedo,4351723567280663,None,None,None
2645,你的好邻居老骆,None,None,None,None,None,None,None,None,comment,天啊oedo乌豆！次元壁（？）破了！！！！,4351723567280663,None,None,None
2646,Yanice天涯小歌女,None,None,None,None,None,None,None,None,comment,天哥的英文采访！想听！,4351723567280663,None,None,None
2647,最胖最可爱的菜菜Q,None,None,None,None,None,None,None,None,comment,天哥的英语真的好好啊！主持人体验一定很棒吧～,4351723567280663,None,None,None
2648,鸵鸟刚刚,None,None,None,None,None,None,None,None,comment,,4351723567280663,None,None,None
2649,Artemis_0228,None,None,None,None,None,None,None,None,comment,哥你辛苦了！！害不睡捏！,4351723567280663,None,None,None
2650,嘿帅哥别不理人嘛,None,None,None,None,None,None,None,None,comment,回复@嘿帅哥别不理人嘛:我一时不知道该酸谁！,4351723567280663,None,None,None
2651,打伞地子孙哟,None,None,None,None,None,None,None,None,comment,？？？居然,4351731737964247,None,None,None
2652,己由G,None,None,None,None,None,None,None,None,comment,,4351731737964247,None,None,None
2653,Mio璟,None,None,None,None,None,None,None,None,comment,还在跟闺蜜唠嗑。。。就看见直播,4351731737964247,None,None,None
2654,恺楚不见面不改名,None,None,None,None,None,None,None,None,comment,你是魔鬼吗？？？？？,4351731737964247,None,None,None
2655,暖暖的白熊,None,None,None,None,None,None,None,None,comment,老安头，坏滴狠！睡不着了！！,4351731737964247,None,None,None
2656,木秀于林1996,None,None,None,None,None,None,None,None,comment,鸭鸭鸭？？？,4351731737964247,None,None,None
2657,晶晓陆之陆晓晶,None,None,None,None,None,None,None,None,comment,,4351731737964247,None,None,None
2658,小王子88666,None,None,None,None,None,None,None,None,comment,回复@晴儿妹妹的阿姨粉:我说看看碳有没有发新动向，结果看半小时前结束了直播,4351731737964247,None,None,None
2659,TianYuLiuFang_,None,None,None,None,None,None,None,None,comment,啊？英国时间还没到周三！,4351731737964247,None,None,None
2660,coolerhgbrk,None,None,None,None,None,None,None,None,comment,刚喂好奶，结果结束了,4351731737964247,None,None,None
2661,Vivian呉,None,None,None,None,None,None,None,None,comment,,4351722594097981,None,None,None
2662,im托儿,None,None,None,None,None,None,None,None,comment,无图无真相,4351722594097981,None,None,None
2663,一个壮喵,None,None,None,None,None,None,None,None,comment,吃吧，明天再找点体力活就好了,4351722594097981,None,None,None
2664,佛洛依德6161663922,None,None,None,None,None,None,None,None,comment,怎么这么能吃。我不吃的理由就是懒惰。一想到还要做饭吃完还要洗碗干脆就不吃了。吃零食又很挑剔。不吃甜的巧克力。也不喜欢薯片。最近喜欢吃牛肉干。可是贵啊买不起。干脆就不吃了。,4351722594097981,None,None,None
2665,Joyceinloveforever,None,None,None,None,None,None,None,None,comment,是怎么可以不发胖的呢,4351722594097981,None,None,None
2666,黄龙众,None,None,None,None,None,None,None,None,comment,下楼转吧，要不没法睡了,4351722594097981,None,None,None
2667,_让时间说真话,None,None,None,None,None,None,None,None,comment,,4351722594097981,None,None,None
2668,a狐小娜,None,None,None,None,None,None,None,None,comment,默默地咽了咽口水。。。,4351722594097981,None,None,None
2669,小激动xjd,None,None,None,None,None,None,None,None,comment,不自律啊,4351722594097981,None,None,None
2670,下里巴人2906112531,None,None,None,None,None,None,None,None,comment,,4351722594097981,None,None,None
2671,别做人渣,None,None,None,None,None,None,None,None,comment,你好，为什么还不睡觉呢,4351719817069095,None,None,None
2672,叫你们经理过来见我_,None,None,None,None,None,None,None,None,comment,好看,4351719817069095,None,None,None
2673,阿十咩,None,None,None,None,None,None,None,None,comment,,4351719817069095,None,None,None
2674,八万个大橙子,None,None,None,None,None,None,None,None,comment,老照片了,4351719817069095,None,None,None
2675,以后叫我翠花,None,None,None,None,None,None,None,None,comment,真美,4351719817069095,None,None,None
2676,我什么时候能养只猫,None,None,None,None,None,None,None,None,comment,去日本拍的，记得,4351719817069095,None,None,None
2677,-长-乐-未-央-,None,None,None,None,None,None,None,None,comment,麦子，真是美出了高级和性感,4351719817069095,None,None,None
2678,优雅的小丫-Elvira,None,None,None,None,None,None,None,None,comment,,4351719817069095,None,None,None
2679,丸子锅盖,None,None,None,None,None,None,None,None,comment,麦子可以给好些品牌代言,4351719817069095,None,None,None
2680,吗的我就是个深井冰,None,None,None,None,None,None,None,None,comment,只能这么说吧，年纪越大越喜欢王菲。包括她这个人。,4351719481568101,None,None,None
2681,小仙驴LV,None,None,None,None,None,None,None,None,comment,@杜ssio,4351719481568101,None,None,None
2682,别做人渣,None,None,None,None,None,None,None,None,comment,明天你要嫁给我,4351719481568101,None,None,None
2683,一个过期少女,None,None,None,None,None,None,None,None,comment,回复@正直男孩:你的ID好配你,4351719481568101,None,None,None
2684,一个过期少女,None,None,None,None,None,None,None,None,comment,回复@steven--zhang423:请问你这有什么好杠的？？可以杠的点在哪里？？？网友太可怕了吧？？？？,4351719481568101,None,None,None
2685,vivaAnna_786,None,None,None,None,None,None,None,None,comment,回复@为非作歹无奈:←←性感荷官，在线发牌，最高赔率，巴萨皇马……一还要等多久才能遇见,4351719481568101,None,None,None
2686,Catboy新野,None,None,None,None,None,None,None,None,comment,,4351719481568101,None,None,None
2687,永良wing-laung,None,None,None,None,None,None,None,None,comment,回复@卧数檐雨到天明:说难听的估计是耳膜穿孔三级残疾,4351719481568101,None,None,None
2688,宋小引,None,None,None,None,None,None,None,None,comment,回复@森科维奇:眼泪妆啦,4351719481568101,None,None,None
2689,可长点心啊喂,None,None,None,None,None,None,None,None,comment,,4351719481568101,None,None,None
2690,阿梨嘎多,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
2691,fryerrrrr,None,None,None,None,None,None,None,None,comment,你爱我也只是嘴巴说说是吧！哼！,4351705460208070,None,None,None
2692,是xxnya,None,None,None,None,None,None,None,None,comment,哇全友哥哥好幽默啊,4351705460208070,None,None,None
2693,一位英俊的市民,None,None,None,None,None,None,None,None,comment,不可以吃太多！会被杀掉的！,4351705460208070,None,None,None
2694,飯DAWN,None,None,None,None,None,None,None,None,comment,俺也一样,4351705460208070,None,None,None
2695,想再努力一点,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
2696,接接张,None,None,None,None,None,None,None,None,comment,回复@大马叉虫b:@苗咪嗷,4351705460208070,None,None,None
2697,梁千亿啊,None,None,None,None,None,None,None,None,comment,回复@大马叉虫b:多吃点，反正我天天一边吃一边有罪恶感，真好,4351705460208070,None,None,None
2698,情你多喝热水哦,None,None,None,None,None,None,None,None,comment,回复@张奶绿:看你🆔我突然想喝奶绿,4351705460208070,None,None,None
2699,Heynnnne,None,None,None,None,None,None,None,None,comment,她曾经也那么拼命地想活下去。那让我替你吧。,4351712527254969,None,None,None
2700,321莱克西,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2701,Emma_Wong1103,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2702,没有名字deeeeee人,None,None,None,None,None,None,None,None,comment,@大风吹啊吹77,4351712527254969,None,None,None
2703,沙拉1017,None,None,None,None,None,None,None,None,comment,我妈也是六年前突然去世，三个月，肝癌，从我身边活脱脱就走了。那时候我23，刚大学毕业出社会。今天我被公司领导逼退，我很无奈，努力工作却因为一年半前休过半年产假，至今她还惦记着。我很难过，不知这关我能否挺过去。我妈走的时候说过，谁欺负我做鬼都不放过他。凌晨两点，我真想抱着她哭,4351712527254969,None,None,None
2704,十里看山,None,None,None,None,None,None,None,None,comment,回复@十里看山:斯人已逝，生者如斯。如果仍有机会，一定要好好爱着身边人，别留遗憾,4351712527254969,None,None,None
2705,十里看山,None,None,None,None,None,None,None,None,comment,逝者在时间尽头回望，原来他们并不期盼生者的念念不忘，只是想告诉生者好好生活，待到重逢之日，有更多好故事可以讲给他们听。,4351712527254969,None,None,None
2706,Melissa-余情余李,None,None,None,None,None,None,None,None,comment,回复@杨琦---:一定要加油！,4351712527254969,None,None,None
2707,可达可达jyh_,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
2708,达光---,None,None,None,None,None,None,None,None,comment,很大强！,4351706525739793,None,None,None
2709,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@音逸地:←←性感荷官，在线发牌，最高赔率，巴萨皇马……三这游戏真的很好玩,4351706525739793,None,None,None
2710,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@冼莉莉呀:←←性感荷官，在线发牌，最高赔率，巴萨皇马……,4351706525739793,None,None,None
2711,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@陈教官道无疆:真的吗,4351706525739793,None,None,None
2712,一个傻毛豆,None,None,None,None,None,None,None,None,comment,,4351706525739793,None,None,None
2713,汤汤秋,None,None,None,None,None,None,None,None,comment,哈哈哈哈哈哈好的知道了。,4351705140987795,None,None,None
2714,感觉自己是巨星的Ma女士,None,None,None,None,None,None,None,None,comment,会买霸王的~哈哈。,4351705140987795,None,None,None
2715,感觉自己是巨星的Ma女士,None,None,None,None,None,None,None,None,comment,回复@LongLongxxx:毛老师为何不出镜。,4351705140987795,None,None,None
2716,感觉自己是巨星的Ma女士,None,None,None,None,None,None,None,None,comment,知道了毛老师。,4351705140987795,None,None,None
2717,栀子XY,None,None,None,None,None,None,None,None,comment,我有个疑问，植了发际线后面的头发继续掉怎么办，会不会变成很奇怪的造型…,4351705140987795,None,None,None
2718,爱恰菠萝,None,None,None,None,None,None,None,None,comment,期待帅气小毛,4351705140987795,None,None,None
2719,谢辉5027,None,None,None,None,None,None,None,None,comment,回复@有个喜欢的不易:土黄色,4351705140987795,None,None,None
2720,L糯米圆子,None,None,None,None,None,None,None,None,comment,,4351705140987795,None,None,None
2721,放飞泪流浪,None,None,None,None,None,None,None,None,comment,毛老师染了个什么颜色，好期待,4351705140987795,None,None,None
2722,有个喜欢的不易,None,None,None,None,None,None,None,None,comment,回复@初见Initiate:英语啥意思...,4351705140987795,None,None,None
2723,gillian_0802,None,None,None,None,None,None,None,None,comment,🙏🙏🙏🙏🙏🙏,4351706751323798,None,None,None
2724,世界的GY君_VictoryRising,None,None,None,None,None,None,None,None,comment,🙏🏻🙏🏻🙏🏻🙏🏻,4351706751323798,None,None,None
2725,Kizzy水灵灵,None,None,None,None,None,None,None,None,comment,保佑我减肥成功瘦到48kg,4351706751323798,None,None,None
2726,eir夭的兔尐啾是未末,None,None,None,None,None,None,None,None,comment,🙏,4351706751323798,None,None,None
2727,future你会一直在,None,None,None,None,None,None,None,None,comment,让爸爸停过这一关，好起来🙏🙏🙏,4351706751323798,None,None,None
2728,李宣潼6160,None,None,None,None,None,None,None,None,comment,求签签保佑我2019年夏天顺利毕业顺利拿到学位，顺利申请到OPT，RN工作也会一切顺利，然后，OPT结束之前能顺拿到工作签证，然后再找到愿意给我办身份的雇主，顺利申请职业移民，然后顺利办理一切手续，最后直接顺利的拿到绿卡，让我直接顺利留在美国工作🙏,4351706751323798,None,None,None
2729,心愿要做自己的小太阳,None,None,None,None,None,None,None,None,comment,新工作早点来,4351706751323798,None,None,None
2730,lens美丽的美瞳,None,None,None,None,None,None,None,None,comment,愿花花事业有成。,4351706751323798,None,None,None
2731,登登就是登登,None,None,None,None,None,None,None,None,comment,我儿子身体健康🙏🙏🙏,4351706751323798,None,None,None
